Phrase,IsHateSpeech
ලංකා ඉන්දියාව කොලනි වෙන රටවල නැතිද කොහොම ඉන්දියාව බයි වගේ ඇති,YES
ඔකොම තිබිලා අන්තිම කලින් එවගේ වගේ බ්රේක් අවුල උනොත් තමා අවුල,NO
මේ ලංකා ඕක ගේන්නෙ පලවෙනි දවසෙම ඕකේ ෆෑන් ටික ගලවන් යයි,NO
විදේශ රටවල මේ වගේ කෝච්චි වල ආහාර හා කෑම ගැනීම තහනම් ඒකයි ඒව පිරිසිදුවට තියෙන්න,NO
මේවායේ ගමන් කරන සහ පාවිච්චි කරන විදියත් ලංකාවේ මිනිස්සුන් කියල දෙන්න වෙයි,NO
විශේෂයෙන් නිතර දුම්රිය ගමන් කරන මගි මේ ගැන සැලකිලිමත් විය යුතුයි කරුනා කරලා පරෙස්සම් කරන්න,NO
දාපු ඔස්තාර්ල ටික ඕකෙ නග්ගල යවන්න ඕන බලන්න වැඩ ටික,YES
රත්තරන් අපේක්ෂකයා කවුද කියලා දැනගන්න දැන්ම මිස් කෝල් එකක් දෙන්න,NO
මංගල මුදු මාල වළලු රන් අභරණ ලබාගන්න විශ්වාසයි කල් පවතියි වගකීමට බැඳී සිටියි,NO
ඇයි බ්රෝ ස්පොන්සර් ගහල සල්ලි වැඩිවෙලාද,NO
එනකම් මගබලන් ඉන්නෙ කවුද බන් මූ කිය්ලා ලංකා නෙමේද දන්නෑ හිටියෙ මූ,YES
පිරිත බුදුන් වහන්සේ දේශනා කොට ඇත්තේ සමුද්රඝෝෂ විරිතට අනුකූලව පිරිතේ අක්ෂර ලියා ඇත්තේ ඒ අනුවමයි පිරිත තුළින් ඒ සෙත් ශක්තිය ලබාගැනිම ඒ ආකාරයෙන් ම සජ්ජායනය කලයුතු,NO
මෝඩ මිනිස්සු ටික නම් මේක අහල තෙරුවනේ ගුණ කෙරෙහි සිත පහදවා ගන්නෙ නැතිව තාලයයි භාෂාවයි ගැන වාද කර කර ඉන්න අනේ මේ මිනිස්සු කවදානම් මේ සංසාරයෙන් එතෙර වෙන්න උත්සාහයක ගනීද,NO
පිස්සො පිස්සු කතා කියයි සුනකයි සුනක කතා කියයි නරි හූ කිය කිය නටයි මහමෙව්නා වාසි පිරිසයට ඒ සත්ව කොට්ඨාසය අදාලම නැ අපි නරි නාවන්ඩ වෙලාවකුත් නැ ඔබ වහන්සේලා කරන දේ අපි මහ මෙරක් වගේ මේ ලොකු ස්වාමින්වහන්සේගේ යුග අපේ ලොකු ස්වාමින්වහන්සේගෙ මාර්ගයේ අපි යනවා මේවැනි පින්වත් ස්වාමින්වහන්සේලා මේ මිහිමත තව තවත් පහල වේවා,YES
මේ වන්දනාවට දොස් නගන සියලු දෙනාටයි නිකන් බොරුවට ආර්ය උපවාදයට ලක් වෙන්න එපා කිරිබත්ගොඩ මා හිමිගේ බන පදයක්වත් නො අසා මේ විදිහට උන් වහසේගේ පිලිවෙතට දොස් නගන්න එපා වැරදි ඇති කා ලගත් ඒත් කිරිබත්ගොඩ හිමියන්ගේ සීලයටවත් ගුනයටවත් අපි ලගටවත් යන්න බෑ උන් වහන්සේ සිදු කරන සේවය අති මහත් ස්රද්දාව වැඩෙනවා,NO
හැකි සෑම විටම ත්රිවිධ රත්නය ගුණ සිහිපත් කිරීමයි වැදගත් මේ ස්වාමීන් වහන්සේලා දේශනාවෙන් මම සුවපත් වුනෙමි ඒ කුසලය උන් වහන්සේලා අනුමෝදන් වේවා බල්ලො බිරුවට කදු පාත් වෙන්නෙ නෑනෙ බුදු සසුන බැබලේවා,YES
දහම්පාසලකට ගියේ නැති එකාලාට මේ බණ නම් සෝක්ඊයේ පෙරේද ෂෝ එකට ධර්මය පස්සෙ යන එකාලා ට මේ විකුර්ති හොදයිබුදුහාමුදරුවෝ කීව දේ හරි සාසනේ විනාස කරන අය සාසනෙන්ම බිහිවෙලා ඉවරයි,YES
වත්තල සිලරතන හාමුදුරුවෝ පිරිත් අහපන් එතකොට තෙරෙයි මෙවා ව්කුර්ති එවා බව නියම පිරිත් දන්නෙ නෙති උන් මේවාට සිත නිවෙනවා ලු අබුද්දස කාලේ මෙවා ගීතිකා ගන ස්වර කෝ,NO
දර්මය සැකවින් සොයා බලා සත්ය කුමක් යන්න තමන් අවබෝද කරගන්න බුදුරජාණන්වහන්සේගේ දේශනාවයි කියා තමන්ගේ මත ඉදිරිපත් කරන්නාවුන් පිරි දේශයක වෙලා නිර්වානය වසා තමන්ගේ ලාබ ප්රයෝජන තකා වැඩකරන්නාවුන් අදුන ගන්න පුද පුජා ක්රම තුල නිවනක් නැත ඇත්තේ සසර දිගු කරගන්නා මගක පමනි එන නිසා නොපමාව කුසල් වඩා නිර්වානය සාක්ශාත් කරගනිත්වා මා හටද අවබෝදය වේවා මොලයක් ඇත්තවුන් තෙරුම් ගත යුතුයි දර්මය කුමක් යන්න කියා,NO
ත්රිපිටක විකුර්ති කරලා පමණක නෙවි කොටස් අඩු කරලා පිරිත් කියන්නේ ඉංග්රීසි පල්ලියේ ගීතිකා ගයන විධියට ඉංග්රීසියට පරිවර්තන කරලා සංගීතිය මුසු කරලා ප්රතිමා කලාව එහෙම පිටින්ම විකුර්ති කරලා අඩ නිරුවත රුප අඹල මේවා මම ඇතුළු බොහෝ පිරිසක් විවේචන කරාට පස්සේ දැන් විකුර්ති කරලා හදපු ප්රතිමා නැවත හදනවා කියල ආරංචියි ඔබ නොදන්න උනාට මම ඔය හාමුදුරුවන්ගේ වැඩපිළිවෙල ගැන මම දන්නේ පමණ ඉඳල ගලිගමුව හාමුදුරුවන්ට වස දීල ඒ හාමුදුරුවන්ව අපව කරන්න හැදුවේ කව්ද කියල ඒ ගලිගමුව හාමුදුරුවන්ගෙන්ම ඇහුවනම් දැනගන්න තිබුන මහාචාර්ය ඉඳුරාගාරේ ධර්මරතන හාමුදුරුවෝ බෞධ ඝාතක කල්ලි කියල පොතක ලියල තියනවා අන්න ඒ පොතේ තියනවා කිරිබත්ගොඩ උන්නාන්සේගේ කෙරුවාව හොයාගෙන කියවන්න මම මේ කරන්නේ බොරු අපහාස නම් එකේ පාපයේ දිග පළල මම හොඳ දන්නවා නමුත් මම බය නැතුව මේ චෝදනාව කරන්නේ මම හොඳාකාරවම දන්නා නිසයි මේ දේවල පරම සත්යය,NO
