PhraseNo,Phrase,IsHateSpeech
174,ඒ දරු තිරණ කර පලවැ එ බෞද්ධ දෙ කතෝලි අරක මේක දෙන්නව කැමතිනම බෞතීස් කරන් අ අදා වයසේදි කැම දෙයක කර,NO
175,ම අම්ම කතෝලි තාත්ත බෞද්ධ මම මල්ලි දෙන්න බෞතීස් වෙ ගි බෞද්ධ ඉස්කෝ දෙ දෙන්න පල්ලි පන්සල දෙක ගි ම spiritual මල්ලි නිරාගමි,NO
176,කො බෞද්ධ කෙල් කතෝලි දෙන් බැන්දයින පස්ස ඉපදෙ පලවෙ පිරි ලම බෞද්ධ කර ඊලග ඉපදෙ ලම කෙල්ලෙක උනත කොල්ලෙක උනත කතෝලි කර එ ප රශ්නයක් එ ලමයෙක කතෝලි කර එ ප රශ්නයක්,NO
177,අදත අප කතෝලි යාළු ගර කාදිනල තුමා පළ යන් බනි කාදිනල තුම ඔයාල දකුණ කම්මුල ගැහුවොත වම කම්මුලත පෙන්නන් ම රත්තරන කතෝලි යාළුවන,NO
178,ආණ්ඩු වෙනරටවල වලින සල්ලි එ මුස්ලිම කතෝලි පල්ලි පරීකෂ කර නැත්ත බයේ,YES
179,උප්පැ ජාති සිංහ ආග කතෝලි කිය නැති ශ රීලාංකි කිය එ තිබ්බනම හොද,NO
180,වැලන්ටයින කිය කතෝලි සාන්තුවරයෙක් නමක කිය ආගම්වාදි දැනගත්තොත මුන ඕකත ලංකා තහනං කර දා,YES
181,වෙසක වල අවුරුද්ද මෙහෙ සහ නැහැන නැහැන කතෝලි චන්දවල ආසා තම,YES
182,හදිස්සි ම මතක උන කතෝලි ගෑ ලමයෙක බැන්දනම කිය අවුරුදුත තියෙ නත්තලුත තියෙ දීපවාලි හජ්ජි,NO
183,ප රතිසංස්කරණ කර ල මුල්ලිකුල කතෝලි දේවස්ථාන ආරක්ෂ ලේකම්තුමන අතින ජනත අයිතිය,NO
184,ග රෑන්ඩ්පාස අනවසර මුස්ලිම පල්ලිය ඔහො වු කිය සිංහ බවුද්ධ කතෝලි දෙම මිනිස්ස නාහෙන අඬ,NO
185,මන්නාර මීස භාර කතෝලි පූජකතුමන් ප රාදේශී දේශපාලනඥයින මී මොහොත කොළඹ ජනාධිප රාජපක්ෂ මැතිතුම හ ව,NO
186,මහාමෙව් අසපුව ගියා දැනෙ නිදහස ගිහිල්ල බලන් ඕන ලො දැනුමක ලැබෙ කර පව පිං ව උතුම ධර්ම ගැනත,NO
187,මෙහෙ දෙපැත්ත කාකොට ගන් මිනිස්ස එදත හිටි අදත ඉන් ධර්ම වැලි කැටය තරම්වත දෙයක නොදැ වැරැද් කත කර,NO
188,ඇතැමුන නොදන් උනා කිරිබත්ගොඩ උන්නාන්ස ත රිපිටක විකුර් කර නෙවි කොටස අඩ කර පිරිත කිය ඉංග රීසියෙන පල්ලි ගීති ගය විධිය ඉංග රීසිය පරිවර්තන කර සංගීති මුස කර ප රතිම කලා එහෙ පිටින් විකුර් කර අඩ නිරුවත රුප අඹ මේ ම පිරිසක විවේචන කරා දැන විකුර් කර හද ප රතිම නැවත හද කිය ආරංචි ඔබ කව්රුත නොදන් උනා ම හාමුදුරුවන් ngo වැඩපිළිවෙ ම ද 1998 ඉඳ ගලිගමු ghanadipa හාමුදුරුවන් වස දී හාමුදුරුවන් අපවත කරන් හැදු කව් කිය ගලිගමු හාමුදුරුවන් ඇහුවනම දැනගන් තිබු මහාචාර් ඉඳුරාගාර ධර්මරත හාමුදුරු බෞධ ඝාත කල්ලි කිය පොතක ලිය තිය පොත තිය කිරිබත්ගොඩ උන්නාන්සේ කෙරුවා හොයාගෙ කියවන් හොඳ පොතක ම කර බොර අපහාසයක එ පාප දිග පළ ම හොඳ දන් ම බ නැතු චෝදනා කර ම හොඳාකාරව දන් නිස දේවල පර සත ය,NO
189,බුද දහ අපි රැ ග ath me kamara karayata pisida චූඩාමා ක udine camara karanne pisso inne බුද සරණ,YES
190,මේ වැරදි පූර්වාදර්ශයක ඔ අත අත දෙ අවස්ථාවෙදිවත එ ප රතික්ෂේප කර ඒකෙන පෙන්නුම කර ඔහු උඩග ක දෙයක,NO
191,දුමින් කලාව සේවයක කර කෙනෙක එ කලාකාරිනිය මාසෙ කෝටි 3ගාන ගෙව ගොඩනැගිල්ල යන්නත කලින ඉදල,NO
192,උද ගම්මන්පි කිය නිකමෙක නෙවෙ ඔ 1989 වසර උසස පෙළ වාණිජ අංශයෙන දිවයිනෙන් ප රථමස්ථාන ලබ ගත ශ ර ලං දේශපාලනය විර උගතෙක සිදුවී අස්භාවික,NO
193,unp jvp slfp slpp පක්ෂය හොර බොරුකාරයන විදිහ දිග ප රතික්ෂේප කළ යුතු අයටත ඒ රුකුලක ආදර්ශයක වේවි දේශපාල හොරුන් එරෙ වෙන්,YES
194,කලාකරු දේශපාලන අතින මත දැරුවත තැන නිහතමා නොවී කනගාටුව කාරනාවක සම්මාන දක්ව ගෞරව එතැනින් ඉවර,NO
195,දැන තේරැ ගන් පුළුවන මහජනතාව තියෙ පිලිකු මහජ සේවය කිය ආ අය තරුණියන මෙිව සංවිධා වෙන් ඔි,NO
196,හම්ම මුන දෙන් ටි ශාරුක කාන්ලටත ගිහින න මොකුන් සම්මා ගත්ත කියනකො දැනගත්තෙ කොහො උනත මොවුන දෙදෙ හදවතින ක කරුවන,NO
197,පක්ෂ වැඩක නැ සමිමාන ගන් බැරි න අත අත දෙන් තිබිබ මිනිසෙ අත අත දෙන් බැරි න වැඩක නැ තරහ කාරයෙක උනත තරහ කාරයෙක උනත මිනිසෙක හි උනොත හි වෙන්නවත ඔන අහ බලන කෙනා අත අත නොදි,NO
198,උන සම්මා ගන් කියද්දි දේශපාලු දෙන්නන අත්පුඩි ගැහු උන එහෙ කර කපටිකමට ලැජ්ජාවෙන බේරෙන්න කිය හිතන් අමාරු ප රතික්ෂේප වුන කිය බහුතර comments වලින පැහැදිලි,NO
199,මං හිත උන්ගෙන ඕ ගත්ත සම්මානය වටි කමක සම්මානය ප රාත නිර්මානයක කිය වටි ලො කමක තියෙ දෙයක එහෙ වටි දෙයක වටිනාකමක නැ නිර්ලජ්ජ විශබීජයක අතිං ලැබුනොත ඒ වටි කමක දෙන්න තියෙ රට සමාජය හොද,NO
200,සමාජය විශබීජ වපුර ප රතිපත්තියක නැ පල හොර දෙන්නෙක් ආරාධන කරන් තියෙ සදාචාරාත්ම අයිති සම්මානයක කිය කලාකාරයෙ තියෙ උසස් දෙයක එහෙ දෙයක වටිනාකමක නැ පාදඩයෙක් අතිං ගත්ත නිසි වටිනාකමක ලැබෙ ඊටවඩ සමාජය දී පනිවිඩ වැදගත ප රතික්ෂේප වියයුත්ත කොතන කිය එ නෙමෙ වැදගත ප රතික්ෂේප කිරීම කශේරුකාවක තියෙ මිනිහෙක රට මිනිස්සුන් පෙන්නු ප රතික්ශේප වි මිනිස්ස කිය,YES
